district_id,cook_rating,pvi,already_committed,recommended_additional,recommended_total_party
TX-28,Likely D,5.10353280309821,0.0,966879.7280164794,966879.7280164794
TX-02,Safe R,-15.801396694115272,0.0,932688.0047075385,932688.0047075385
NV-04,Likely D,3.217223200349606,0.0,845549.3016464522,845549.3016464522
FL-05,Safe R,-11.450101278446976,0.0,833833.5889114363,833833.5889114363
AL-05,Safe R,-17.288279129804017,0.0,819833.0614693407,819833.0614693407
OR-05,Lean D,1.3926991240531428,0.0,812456.6383302053,812456.6383302053
NJ-11,Likely D,5.375678065707767,0.0,736458.1018885062,736458.1018885062
NY-11,Likely R,-5.641502588722533,0.0,710546.6348727936,710546.6348727936
KY-06,Likely R,-9.185896454494886,0.0,667169.5445875948,667169.5445875948
IL-17,Lean D,2.1001234628320264,0.0,652673.8505881616,652673.8505881616
CA-49,Lean D,2.7222366320874105,0.0,638298.4972961463,638298.4972961463
FL-26,Likely R,-5.3717735987451976,0.0,622166.9354865301,622166.9354865301
OR-04,Likely D,3.8251339099398374,0.0,617690.0948057874,617690.0948057874
AZ-04,Lean D,1.6182962123334588,0.0,608797.9432837258,608797.9432837258
WI-08,Safe R,-10.173587881331,0.0,600768.0094864275,600768.0094864275
FL-12,Safe R,-16.34021772390692,0.0,565995.60814289,565995.60814289
TN-04,Safe R,-22.05113294578421,0.0,565853.3439722725,565853.3439722725
MN-08,Safe R,-8.04388507656337,0.0,561775.9985064387,561775.9985064387
NC-05,Safe R,-12.9346878047449,0.0,544268.321865218,544268.321865218
MI-03,Lean D,0.5192327169860678,0.0,539115.6999264222,539115.6999264222
TX-35,Safe D,21.121858476582872,35000.0,495989.7968344975,530989.7968344975
CA-26,Safe D,8.003792259311972,0.0,506712.00456973247,506712.00456973247
CA-21,Safe D,9.24463230357992,0.0,495428.1876439508,495428.1876439508
IL-06,Likely D,3.3013832950879953,0.0,494265.01751011517,494265.01751011517
SC-07,Safe R,-11.271404349615027,0.0,493106.88303585234,493106.88303585234
TN-07,Safe R,-10.102757532277787,19404.62,468156.7242989987,487561.3442989987
VA-10,Likely D,4.930169768920273,0.0,456654.99624690297,456654.99624690297
IN-05,Safe R,-12.021418015673689,0.0,454597.7318927389,454597.7318927389
CT-05,Lean D,2.141638010775665,0.0,443852.71477660444,443852.71477660444
IL-11,Likely D,5.085982935594202,0.0,440495.77339925617,440495.77339925617
CA-11,Safe D,37.65186614121579,425000.0,0.0,425000.0
MS-01,Safe R,-18.345109622786225,0.0,420632.8352185248,420632.8352185248
TX-09,Safe D,26.617373897635815,0.0,418919.2520272067,418919.2520272067
WA-04,Safe R,-11.858442573624501,0.0,413437.1011201649,413437.1011201649
NJ-09,Safe D,9.263237829680254,0.0,400367.95757476334,400367.95757476334
CA-47,Likely D,3.120100066463399,0.0,399597.2906096389,399597.2906096389
IL-08,Likely D,6.424280826815448,0.0,399251.45196033875,399251.45196033875
NY-23,Safe R,-12.452534835467782,0.0,393113.66101475025,393113.66101475025
WA-08,Lean D,0.9197171183407571,0.0,381475.72472742246,381475.72472742246
GA-02,Likely D,3.2435955198042765,0.0,380068.2468877316,380068.2468877316
UT-01,Safe R,-12.123124549168047,0.0,374133.11994295404,374133.11994295404
MO-05,Safe D,10.413225733597686,0.0,373451.2514078454,373451.2514078454
PA-06,Likely D,4.3527128827801125,0.0,369975.52482116874,369975.52482116874
CT-02,Lean D,2.1286702699589153,0.0,365212.5630912964,365212.5630912964
MS-03,Safe R,-14.883227445186996,0.0,334146.9726651699,334146.9726651699
NM-01,Lean D,4.293054721329781,0.0,328170.0002627168,328170.0002627168
NY-22,Lean D,0.758852657433734,0.0,322454.6261341431,322454.6261341431
IL-13,Likely D,3.4188055743444465,0.0,314190.3333461918,314190.3333461918
FL-02,Likely R,-7.56900038068406,0.0,306311.1478760688,306311.1478760688
MA-09,Likely D,5.6093782672373695,0.0,296603.3708060079,296603.3708060079
MI-01,Safe R,-12.864139449304293,0.0,282619.28622518,282619.28622518
FL-23,Likely D,5.290088644609193,0.0,253248.73744292138,253248.73744292138
TN-09,Safe D,22.626245642096478,0.0,248829.1587519287,248829.1587519287
CA-31,Safe D,16.10022520246681,0.0,241419.2958440127,241419.2958440127
NC-03,Safe R,-14.845244174580227,0.0,237054.89626675053,237054.89626675053
NY-17,Toss-Up,2.957058137633134,0.0,224342.67594575882,224342.67594575882
MS-02,Safe D,11.473888206130106,0.0,223763.6021325955,223763.6021325955
TX-24,Safe R,-11.114874528587615,0.0,215529.59619983257,215529.59619983257
FL-15,Likely R,-3.487792213850338,0.0,183627.21650913436,183627.21650913436
CA-27,Likely D,4.063200566994896,0.0,182558.91164700873,182558.91164700873
TX-07,Safe D,13.729817763471857,0.0,178957.31507489784,178957.31507489784
CA-23,Safe R,-8.137760237717675,0.0,178699.47565036698,178699.47565036698
NC-08,Safe R,-19.6845056221601,0.0,165827.08114625682,165827.08114625682
ME-01,Safe D,8.0535576548473,0.0,161166.16192078474,161166.16192078474
WI-06,Safe R,-10.259029707645526,0.0,150088.10315825924,150088.10315825924
TX-36,Safe R,-18.290803523740188,0.0,137552.1102175967,137552.1102175967
NJ-03,Likely D,4.31835427530044,0.0,135572.92397417547,135572.92397417547
MN-03,Likely D,6.6782863467643505,0.0,128145.20260228275,128145.20260228275
NY-24,Safe R,-11.822715104854463,0.0,124942.38132108015,124942.38132108015
TX-31,Safe R,-14.829107583854608,0.0,117887.0256763176,117887.0256763176
TX-27,Safe R,-12.998842038805336,0.0,116200.31437393867,116200.31437393867
TX-10,Safe R,-13.4287872760659,0.0,112509.67702268233,112509.67702268233
CA-24,Safe D,12.509524773144115,0.0,109639.84723474598,109639.84723474598
SC-05,Safe R,-11.5696148738559,0.0,102766.31866678194,102766.31866678194
TX-37,Safe D,23.953391586370323,0.0,100905.81357787969,100905.81357787969
WI-07,Safe R,-12.13181484837636,0.0,94600.35447344431,94600.35447344431
FL-16,Likely R,-7.226442069336062,0.0,92336.0739353355,92336.0739353355
GA-06,Safe R,-12.44589773553291,0.0,84578.10198266734,84578.10198266734
AZ-05,Safe R,-11.63027765524259,0.0,79675.85451064004,79675.85451064004
FL-17,Safe R,-9.993020786991144,0.0,75999.0156560165,75999.0156560165
HI-02,Safe D,14.587435870590864,0.0,71489.61003142188,71489.61003142188
KS-04,Safe R,-14.574908575782132,0.0,68890.45365203347,68890.45365203347
MN-07,Safe R,-19.328215156854412,0.0,67748.47919109595,67748.47919109595
PA-11,Safe R,-13.771108373802177,0.0,64421.779162700754,64421.779162700754
TX-22,Safe R,-12.074613279983733,0.0,63292.02202615187,63292.02202615187
OR-06,Likely D,3.5943373465252613,0.0,57602.53153679287,57602.53153679287
TN-02,Safe R,-18.47057443452429,0.0,48934.42555593554,48934.42555593554
IL-16,Safe R,-13.631151449570353,0.0,40744.15834427494,40744.15834427494
CA-46,Safe D,16.58257586569293,0.0,39901.24411120324,39901.24411120324
IN-09,Safe R,-16.1330901327918,0.0,32408.77203938269,32408.77203938269
NC-12,Safe D,12.402821989006103,0.0,31066.944195304473,31066.944195304473
MN-06,Safe R,-12.677496490338452,0.0,30641.746345970256,30641.746345970256
ID-01,Safe R,-22.463689738740225,0.0,30255.48084892932,30255.48084892932
FL-06,Safe R,-13.732136947426714,0.0,26050.129141605663,26050.129141605663
AR-03,Safe R,-15.476863151334888,0.0,25968.700332580847,25968.700332580847
IN-08,Safe R,-19.049853045606127,0.0,25695.671311123646,25695.671311123646
CA-14,Safe D,22.448767455138224,24954.05,0.0,24954.05
PA-09,Safe R,-21.24854746987166,0.0,24097.60577226919,24097.60577226919
OR-02,Safe R,-15.622567897681755,0.0,22408.131493211025,22408.131493211025
MO-04,Safe R,-22.699460623660684,0.0,22070.09706232522,22070.09706232522
KS-01,Safe R,-18.35642947387447,0.0,20783.777131152805,20783.777131152805
GA-10,Safe R,-15.057241628373404,0.0,18783.704564169864,18783.704564169864
AZ-08,Safe R,-10.181826844449171,0.0,18088.450099434347,18088.450099434347
IN-02,Safe R,-14.123373420505617,0.0,17683.979009688395,17683.979009688395
TX-21,Safe R,-14.049205651119959,0.0,16608.5632499707,16608.5632499707
SC-02,Safe R,-8.884926417688632,0.0,14034.23066813431,14034.23066813431
CA-20,Safe R,-16.1928793689232,0.0,12003.151535043944,12003.151535043944
TX-38,Safe R,-13.297156737747152,0.0,11653.339908985625,11653.339908985625
UT-04,Safe R,-16.033873855329205,0.0,11575.124940283029,11575.124940283029
GA-12,Likely R,-7.63401355344136,0.0,11558.767945754338,11558.767945754338
GA-09,Safe R,-23.031996818710944,0.0,11118.93884789967,11118.93884789967
GA-01,Likely R,-9.338075294766407,0.0,9196.546397041704,9196.546397041704
GA-11,Safe R,-12.045124653017183,0.0,8100.038387452427,8100.038387452427
OH-08,Safe R,-14.035211394428032,0.0,7759.983600376974,7759.983600376974
IA-04,Safe R,-15.527668627078642,0.0,7676.995866891812,7676.995866891812
IL-01,Safe D,21.557606615631734,0.0,6990.66352437099,6990.66352437099
TX-26,Safe R,-14.460784914132033,0.0,6929.135850355888,6929.135850355888
OK-01,Safe R,-14.538246122325646,0.0,6607.456782104564,6607.456782104564
ND-00,Safe R,-20.198325659708185,0.0,6575.303911123323,6575.303911123323
IN-03,Safe R,-18.388894143413275,0.0,6080.659826706906,6080.659826706906
NJ-04,Safe R,-14.584596480441704,0.0,5466.294326153773,5466.294326153773
MO-03,Safe R,-16.521251165170824,0.0,5384.273152096575,5384.273152096575
FL-11,Likely R,-8.31671764256397,0.0,5296.593821769638,5296.593821769638
MI-02,Safe R,-16.32899492778914,0.0,5283.123119008829,5283.123119008829
WV-02,Safe R,-21.92686288918549,0.0,5208.888424538163,5208.888424538163
NY-15,Safe D,36.766509186357546,5000.0,0.0,5000.0
TX-25,Safe R,-19.19898352457276,0.0,4856.977740851085,4856.977740851085
PA-16,Safe R,-12.68595112222987,0.0,4639.998737819027,4639.998737819027
TN-08,Safe R,-21.234299336382385,0.0,4391.068478003537,4391.068478003537
SD-00,Safe R,-16.388862204651893,0.0,4320.3735559606575,4320.3735559606575
TX-20,Safe D,15.203957520397655,0.0,4047.5822899863124,4047.5822899863124
GA-03,Safe R,-18.45277392927388,0.0,4016.4922060082463,4016.4922060082463
WV-01,Safe R,-23.41158043159246,0.0,3947.307825667085,3947.307825667085
FL-03,Safe R,-9.079725707420678,0.0,3568.549506070667,3568.549506070667
ID-02,Safe R,-14.863293758937132,0.0,3089.5213150015843,3089.5213150015843
FL-19,Safe R,-12.964311255917192,0.0,2866.47360276938,2866.47360276938
OH-14,Safe R,-9.040584982726719,0.0,2587.8817614732434,2587.8817614732434
LA-05,Safe R,-16.599572159228913,0.0,2539.5617309118534,2539.5617309118534
PA-14,Safe R,-17.931297318589706,0.0,2344.8614638745785,2344.8614638745785
TN-06,Safe R,-17.433317798148636,0.0,2255.8829092957385,2255.8829092957385
MO-06,Safe R,-21.2217918081147,0.0,2165.3310481796143,2165.3310481796143
TX-14,Safe R,-16.3040863161223,0.0,1934.980454131317,1934.980454131317
SC-04,Safe R,-12.715665017842142,0.0,1844.1675095581159,1844.1675095581159
LA-04,Safe R,-13.802598221073296,0.0,1761.4492976294423,1761.4492976294423
UT-03,Safe R,-13.645002876084327,0.0,1628.3757519612845,1628.3757519612845
IL-12,Safe R,-23.83831770974748,0.0,1604.1148620087915,1604.1148620087915
NC-10,Safe R,-22.055350387332396,0.0,1476.89269740499,1476.89269740499
OH-06,Safe R,-15.378152225349016,0.0,1312.4605346967,1312.4605346967
IL-15,Safe R,-21.8139353277361,0.0,1309.9380213109253,1309.9380213109253
VT-00,Safe D,15.057806438313465,0.0,1207.9883690576535,1207.9883690576535
AL-06,Safe R,-19.298201595586924,0.0,1203.675006986472,1203.675006986472
AR-01,Safe R,-21.391296630854292,0.0,1195.8397845100626,1195.8397845100626
MI-05,Safe R,-14.539167945315114,0.0,1136.5806627832644,1136.5806627832644
TX-17,Safe R,-14.809739204605819,0.0,1110.9672253535318,1110.9672253535318
FL-18,Safe R,-12.982997177715792,0.0,999.3019192782067,999.3019192782067
FL-01,Safe R,-19.928854314051243,0.0,878.9800857833325,878.9800857833325
UT-02,Safe R,-11.340716989963664,0.0,872.00670987591,872.00670987591
GA-08,Safe R,-16.510851096950546,0.0,612.1741624241913,612.1741624241913
SC-03,Safe R,-21.02599305771811,0.0,509.33243909918747,509.33243909918747
TX-04,Safe R,-17.269135073146472,0.0,464.7463092599555,464.7463092599555
TX-05,Safe R,-14.83951783996549,0.0,435.2381914035759,435.2381914035759
TN-03,Safe R,-19.071192130050548,0.0,361.57842288068787,361.57842288068787
VA-09,Safe R,-23.06933825260913,0.0,342.8145420374494,342.8145420374494
AL-01,Safe R,-16.357029889797673,0.0,307.6435239845232,307.6435239845232
IN-06,Safe R,-19.774364527800465,0.0,206.75468864810682,206.75468864810682
TN-01,Safe R,-30.27155839221352,0.0,175.48269744036952,175.48269744036952
TX-12,Safe R,-13.051453656022414,0.0,170.8918898689899,170.8918898689899
IN-04,Safe R,-18.261366892061144,0.0,160.59262443270927,160.59262443270927
PA-15,Safe R,-20.54575453550953,0.0,132.56403639870405,132.56403639870405
KY-01,Safe R,-24.043650607051916,0.0,127.22450440069952,127.22450440069952
LA-03,Safe R,-21.06595306282636,0.0,92.18614956571037,92.18614956571037
WI-05,Safe R,-14.692106941889419,0.0,91.1407863972272,91.1407863972272
OK-04,Safe R,-19.182424517801458,0.0,78.37592402104201,78.37592402104201
AL-03,Safe R,-19.224766238484722,0.0,60.87898894787941,60.87898894787941
OH-05,Safe R,-15.071640600961539,0.0,37.24998394854629,37.24998394854629
TX-06,Safe R,-15.863029594192207,0.0,26.402196160193853,26.402196160193853
MS-04,Safe R,-21.91982653549508,0.0,22.95400053461708,22.95400053461708
TX-08,Safe R,-16.869917309464675,0.0,19.574684285915282,19.574684285915282
MT-02,Safe R,-16.562420619068124,0.0,14.057709718699698,14.057709718699698
PA-13,Safe R,-25.087095894319965,0.0,13.867650628737465,13.867650628737465
IL-09,Safe D,20.158433724412745,5.8,0.0,5.8
TX-19,Safe R,-26.119921275348524,0.0,4.107630670321669,4.107630670321669
KY-02,Safe R,-21.47130501822055,0.0,3.2006737598130712,3.2006737598130712
MO-07,Safe R,-24.16088679935535,0.0,2.9652721440907044,2.9652721440907044
KY-05,Safe R,-32.1729608712165,0.0,2.328442740079481,2.328442740079481
WY-00,Safe R,-25.77787700236944,0.0,0.04877225867858215,0.04877225867858215
MO-08,Safe R,-27.92529244087229,0.0,7.275957614183426e-12,7.275957614183426e-12
MI-09,Safe R,-17.85195581310617,0.0,9.094947017729282e-13,9.094947017729282e-13
CA-07,Safe D,18.0949623630077,0.0,0.0,0.0
CA-08,Safe D,26.86109662816917,0.0,0.0,0.0
CA-04,Safe D,16.90863605237989,0.0,0.0,0.0
CA-02,Safe D,23.304486035062574,0.0,0.0,0.0
AZ-07,Safe D,15.636005284412564,0.0,0.0,0.0
CA-06,Likely D,7.578196341651678,0.0,0.0,0.0
CA-09,Likely D,4.989054547840372,0.0,0.0,0.0
WA-10,Likely D,6.465507414278027,0.0,0.0,0.0
WA-09,Safe D,21.550272727277893,0.0,0.0,0.0
WA-07,Safe D,36.72818037182857,0.0,0.0,0.0
WA-06,Likely D,6.012415033952323,0.0,0.0,0.0
AZ-03,Safe D,24.623777496420452,0.0,0.0,0.0
AR-04,Safe R,-18.710195024103218,0.0,0.0,0.0
AL-07,Safe D,14.226682719477429,0.0,0.0,0.0
AL-04,Safe R,-32.99150514498746,0.0,0.0,0.0
OH-04,Safe R,-20.55908860807346,0.0,0.0,0.0
OH-03,Safe D,19.48297892975578,0.0,0.0,0.0
OH-02,Safe R,-24.48289495044701,0.0,0.0,0.0
NY-26,Safe D,8.41704225398517,0.0,0.0,0.0
NY-25,Likely D,6.997501041410814,0.0,0.0,0.0
NY-20,Likely D,6.380110330079763,0.0,0.0,0.0
TX-33,Safe D,24.328975075347326,0.0,0.0,0.0
WI-02,Safe D,18.958739607660107,0.0,0.0,0.0
NY-16,Safe D,20.483740598184923,0.0,0.0,0.0
NY-18,Lean D,0.6565680576901656,0.0,0.0,0.0
NY-12,Safe D,34.68988016555067,0.0,0.0,0.0
NY-14,Safe D,29.655224876126084,0.0,0.0,0.0
NY-09,Safe D,26.546679495384446,0.0,0.0,0.0
NY-08,Safe D,27.20390212058902,0.0,0.0,0.0
NY-07,Safe D,32.947096636428,0.0,0.0,0.0
NY-13,Safe D,40.02459454905407,0.0,0.0,0.0
NY-05,Safe D,31.66570070517945,0.0,0.0,0.0
NM-03,Likely D,3.9759876881442278,0.0,0.0,0.0
NJ-12,Safe D,15.154219911894874,0.0,0.0,0.0
NJ-10,Safe D,30.651816525153706,0.0,0.0,0.0
NJ-08,Safe D,23.722217972151167,0.0,0.0,0.0
NJ-06,Safe D,8.090405096667297,0.0,0.0,0.0
NJ-05,Likely D,3.445661758280183,0.0,0.0,0.0
NY-10,Safe D,35.683837953159355,0.0,0.0,0.0
CO-06,Safe D,8.034491840473857,0.0,0.0,0.0
CA-43,Safe D,33.66523654372313,0.0,0.0,0.0
CA-42,Safe D,23.548646756052822,0.0,0.0,0.0
CA-41,Toss-Up,-3.5498506287901357,0.0,0.0,0.0
CA-39,Safe D,12.638332359465792,0.0,0.0,0.0
CA-38,Safe D,15.524643438248566,0.0,0.0,0.0
CA-37,Safe D,38.17115571896528,0.0,0.0,0.0
CA-36,Safe D,21.379065236746058,0.0,0.0,0.0
CA-35,Safe D,14.526011827287176,0.0,0.0,0.0
CA-34,Safe D,34.29769394227007,0.0,0.0,0.0
CA-33,Safe D,12.701667657858678,0.0,0.0,0.0
CA-32,Safe D,20.567593412917894,0.0,0.0,0.0
CA-30,Safe D,24.07935261980949,0.0,0.0,0.0
CA-29,Safe D,27.637639681993456,0.0,0.0,0.0
PA-04,Likely D,6.7213071147185115,0.0,0.0,0.0
NY-06,Safe D,16.45316367287223,0.0,0.0,0.0
PA-03,Safe D,39.56244943477092,0.0,0.0,0.0
PA-02,Safe D,21.679232400053635,0.0,0.0,0.0
OR-01,Safe D,17.576673418835615,0.0,0.0,0.0
OR-03,Safe D,22.427199819667493,0.0,0.0,0.0
OK-02,Safe R,-28.318688286984766,0.0,0.0,0.0
OH-13,Lean D,-0.4196957081654351,0.0,0.0,0.0
OH-11,Safe D,28.441346247008543,0.0,0.0,0.0
OK-03,Safe R,-25.040406323060722,0.0,0.0,0.0
CO-04,Safe R,-13.921511275641516,0.0,0.0,0.0
CO-02,Safe D,16.877197454600925,0.0,0.0,0.0
CO-01,Safe D,28.762867479927927,0.0,0.0,0.0
CA-52,Safe D,20.016199703055122,0.0,0.0,0.0
CA-51,Safe D,11.437344844143032,0.0,0.0,0.0
CA-50,Safe D,14.071194061937565,0.0,0.0,0.0
NJ-01,Safe D,10.541473432003373,0.0,0.0,0.0
CA-44,Safe D,25.585392212203978,0.0,0.0,0.0
NH-01,Lean D,-0.6241611239493683,0.0,0.0,0.0
NE-03,Safe R,-29.05395314239278,0.0,0.0,0.0
DE-00,Likely D,6.127682804332846,0.0,0.0,0.0
FL-10,Safe D,14.832758363085407,0.0,0.0,0.0
CT-03,Likely D,6.922120923630809,0.0,0.0,0.0
CT-01,Safe D,11.526638530994981,0.0,0.0,0.0
NC-04,Safe D,16.04355221243226,0.0,0.0,0.0
CT-04,Safe D,12.541705966334455,0.0,0.0,0.0
NC-02,Safe D,11.44542313038604,0.0,0.0,0.0
SC-06,Safe D,14.673162065264773,0.0,0.0,0.0
PA-17,Lean D,0.060852313130244085,0.0,0.0,0.0
RI-01,Safe D,12.30038609480771,0.0,0.0,0.0
PA-12,Likely D,7.88100756160039,0.0,0.0,0.0
PA-05,Safe D,13.93763368095236,0.0,0.0,0.0
MO-01,Safe D,27.249169270162675,0.0,0.0,0.0
CO-07,Lean D,2.769295170062125,0.0,0.0,0.0
MN-05,Safe D,29.534822063444928,0.0,0.0,0.0
MN-04,Safe D,16.427906101446403,0.0,0.0,0.0
MI-12,Safe D,22.83353465712751,0.0,0.0,0.0
MI-13,Safe D,24.1254278498976,0.0,0.0,0.0
