district_id,state,district,cook_rating,incumb_status,pvi,d_total,r_total,ratio,mu_hat,sigma_i,p_win,msg_i_per_1m,recommended_share,observed_share,difference,outcome,redistricting_flagged
ME-02,ME,2,Lean R,Incumbent,-5.701764426813255,16562462.66,8871653.35,0.6511908121158247,6.361,20.633,0.6211,0.002516,0.009648,0.013984,-0.004336,D,False
MO-03,MO,3,Safe R,Challenger,-16.521251165170824,14423.01,4074349.46,0.0035274670101660124,-50.693,12.121,0.0,0.002342,1.2e-05,1.2e-05,0.0,R,False
NY-19,NY,19,Lean D,Incumbent,-0.9436788799621371,12888570.86,4412336.94,0.7449650046687145,22.209,20.05,0.866,0.002322,0.007787,0.010882,-0.003095,R,False
PA-06,PA,6,Likely D,Incumbent,4.3527128827801125,5957459.37,1047514.19,0.8504613641967836,35.077,20.466,0.9567,0.002311,0.0042,0.00503,-0.00083,D,False
WA-06,WA,6,Likely D,Incumbent,6.012415033952323,4476516.46,428181.47,0.9126997266475899,39.588,20.672,0.9723,0.002291,0.00378,0.00378,0.0,D,False
MI-11,MI,11,Likely D,Incumbent,6.989361726624355,5663070.9,668345.01,0.8944398820895025,39.729,20.794,0.972,0.002186,0.004773,0.004782,-9e-06,D,False
AZ-04,AZ,4,Lean D,Incumbent,1.6182962123334588,8643188.32,2432625.5500000003,0.7803659777464281,27.504,20.132,0.9141,0.002164,0.005405,0.007298,-0.001893,D,False
KY-01,KY,1,Safe R,Challenger,-24.043650607051916,7866.73,974130.55,0.008010948869430677,-55.207,12.683,0.0,0.002146,7e-06,7e-06,0.0,R,False
GA-07,GA,7,Safe D,Incumbent,8.481636073280551,5004413.1,569475.64,0.8978315379865297,41.265,20.982,0.9754,0.002145,0.004224,0.004225,-2e-06,D,False
MI-07,MI,7,Toss-Up,Incumbent,-2.55840954579728,24069330.03,11778762.73,0.6714256792165252,14.749,20.246,0.7668,0.002119,0.013651,0.020323,-0.006672,D,False
PA-17,PA,17,Lean D,Incumbent,0.060852313130244085,15989656.83,6950539.07,0.6970148336876234,18.161,19.944,0.8187,0.002113,0.009161,0.013501,-0.00434,D,False
TX-07,TX,7,Safe D,Incumbent,13.729817763471857,2436548.2699999996,200247.27,0.9240565804355084,47.271,21.656,0.9855,0.00205,0.002057,0.002057,-0.0,D,False
MN-02,MN,2,Lean D,Incumbent,-0.14427997792423597,17666179.65,7399366.71,0.7047993048414843,19.672,19.954,0.8379,0.001994,0.010144,0.014916,-0.004772,D,False
NV-04,NV,4,Likely D,Incumbent,3.217223200349606,11501327.95,4549317.08,0.7165648438740658,22.402,20.327,0.8648,0.001894,0.006617,0.009711,-0.003094,D,False
FL-10,FL,10,Safe D,Incumbent,14.832758363085407,2708506.71,249144.76,0.915762637171039,47.951,21.8,0.9861,0.001847,0.002263,0.002287,-2.3e-05,D,False
MS-02,MS,2,Safe D,Incumbent,11.473888206130106,1308304.86,49973.12,0.9632084737175817,46.761,21.364,0.9857,0.001843,0.001105,0.001105,0.0,D,False
VA-07,VA,7,Lean D,Incumbent,0.6168037879000998,21611282.490000002,10884537.66,0.6650480704977684,15.909,20.011,0.7867,0.001801,0.011772,0.018247,-0.006475,D,False
VA-08,VA,8,Safe D,Incumbent,26.392191262569703,2165050.15,284041.8,0.8840215860413081,57.348,23.373,0.9929,0.001786,0.001828,0.001828,0.0,D,False
NV-03,NV,3,Lean D,Incumbent,1.8001935367752464,15850998.13,7085662.220000001,0.6910769871517062,17.597,20.154,0.8087,0.001772,0.008567,0.013384,-0.004816,D,False
IL-08,IL,8,Likely D,Incumbent,6.424280826815448,5739545.67,542959.18,0.913576003049166,40.009,20.723,0.9732,0.001714,0.004846,0.004846,0.0,D,False
AZ-03,AZ,3,Safe D,Incumbent,24.623777496420452,2278311.31,268102.04,0.8947138570413166,56.176,23.125,0.9924,0.001603,0.00192,0.001924,-4e-06,D,False
MN-04,MN,4,Safe D,Incumbent,16.427906101446403,2077727.59,141467.1,0.9362529566975487,50.302,22.011,0.9889,0.001588,0.001754,0.001754,0.0,D,False
IL-15,IL,15,Safe R,Challenger,-21.8139353277361,46211.8,4146270.05,0.011022540264545213,-50.102,12.514,0.0,0.001549,3.9e-05,3.9e-05,0.0,R,False
TN-01,TN,1,Safe R,Open,-30.27155839221352,7674.74,1323357.17,0.00576600751818189,-73.818,16.664,0.0,0.001541,6e-06,6e-06,0.0,R,False
OH-04,OH,4,Safe R,Challenger,-20.55908860807346,924525.42,12722829.33,0.06774392817772983,-36.203,12.419,0.0018,0.001477,0.000774,0.000781,-7e-06,R,False
CA-02,CA,2,Safe D,Incumbent,23.304486035062574,933320.69,45233.93,0.9537747519908495,57.466,22.942,0.9939,0.001461,0.000787,0.000788,-1e-06,D,False
KS-03,KS,3,Toss-Up,Incumbent,-2.001934384644852,15689481.299999999,4074826.86,0.7938290160721719,24.136,20.178,0.8842,0.001431,0.008368,0.013247,-0.00488,D,False
NC-14,NC,14,Likely D,Open,5.0351647382739895,5710114.390000001,255939.19,0.9571007557059183,5.815,14.313,0.6577,0.001379,0.004751,0.004821,-7e-05,D,True
CA-24,CA,24,Safe D,Incumbent,12.509524773144115,1534948.76,58155.24,0.9634956412136307,47.741,21.497,0.9868,0.001298,0.001246,0.001296,-5e-05,D,False
NC-02,NC,2,Safe D,Incumbent,11.44542313038604,2301499.9,138312.38,0.9433102369662637,45.902,21.36,0.9842,0.001281,0.001778,0.001943,-0.000165,D,False
CA-49,CA,49,Lean D,Incumbent,2.7222366320874105,15302140.030000001,5702337.33,0.728518009171736,21.726,20.266,0.8581,0.001274,0.00782,0.01292,-0.0051,D,False
TX-13,TX,13,Safe R,Challenger,-26.679313899188365,180973.38,4817462.91,0.03620599913658197,-47.726,12.886,0.0001,0.001253,0.000153,0.000153,0.0,R,False
CA-18,CA,18,Safe D,Incumbent,22.530887217829346,2771724.75,248690.33,0.9176635252397164,55.222,22.835,0.9922,0.001097,0.00234,0.00234,0.0,D,False
GA-14,GA,14,Safe R,Challenger,-22.307036948383235,1934613.8399999999,11001460.9,0.1495518446579414,-32.787,12.551,0.0045,0.001094,0.001583,0.001633,-5.1e-05,R,False
CA-15,CA,15,Safe D,Open,28.539933135818373,1297328.71,36809.18,0.9724097634315746,27.983,16.491,0.9551,0.001076,0.001006,0.001095,-9e-05,D,False
WA-01,WA,1,Safe D,Incumbent,13.178214590932551,3162336.94,179497.73,0.9462876689827387,47.674,21.584,0.9864,0.001058,0.00267,0.00267,0.0,D,False
CA-08,CA,8,Safe D,Incumbent,26.86109662816917,1136592.75,60154.65,0.949734881396024,60.629,23.439,0.9952,0.001052,0.00096,0.00096,0.0,D,False
MD-06,MD,6,Lean D,Incumbent,1.142896202854865,13038321.370000001,1192340.2999999998,0.9162132915777484,35.188,20.074,0.9602,0.001036,0.011006,0.011009,-3e-06,D,False
SC-06,SC,6,Safe D,Incumbent,14.673162065264773,3278334.83,204554.58,0.941268712290236,48.868,21.779,0.9876,0.001026,0.002768,0.002768,0.0,D,False
MA-06,MA,6,Safe D,Incumbent,10.243287841991489,1613461.86,40158.55,0.9757147712031444,46.103,21.206,0.9852,0.001024,0.001362,0.001362,0.0,D,False
NH-02,NH,2,Lean D,Incumbent,1.2041262086251447,6633772.04,450223.36,0.9364449954329445,35.976,20.082,0.9634,0.000991,0.00454,0.005601,-0.001062,D,False
RI-01,RI,1,Safe D,Incumbent,12.30038609480771,1660126.72,46963.26,0.9724892884673836,47.906,21.47,0.9872,0.000985,0.001402,0.001402,0.0,D,False
NY-17,NY,17,Lean D,Incumbent,2.957058137633134,11908564.280000001,2921483.55,0.8030024189072356,29.371,20.295,0.9261,0.000946,0.006339,0.010055,-0.003716,D,True
CA-50,CA,50,Safe D,Incumbent,14.071194061937565,2273019.0100000002,94112.24,0.9602420693825067,49.077,21.701,0.9881,0.000944,0.001906,0.001919,-1.3e-05,D,False
IL-05,IL,5,Safe D,Incumbent,18.68377102039282,890515.2,20018.82,0.9780141987446005,54.117,22.312,0.9924,0.00091,0.000752,0.000752,0.0,D,False
IL-14,IL,14,Likely D,Incumbent,3.54197654493737,7923931.19,660564.3300000001,0.9230514677931827,37.606,20.366,0.9676,0.000857,0.005606,0.00669,-0.001084,D,False
CA-07,CA,7,Safe D,Incumbent,18.0949623630077,1488665.86,48486.15,0.9684571534340316,53.181,22.233,0.9916,0.000849,0.001257,0.001257,0.0,D,False
MD-04,MD,4,Safe D,Open,40.07215890845792,1150817.59,57027.05,0.9527861050076771,38.605,17.677,0.9855,0.000837,0.000972,0.000972,0.0,D,False
CA-19,CA,19,Safe D,Incumbent,18.97607047198322,1618679.93,58955.07,0.9648582260145979,53.862,22.351,0.992,0.00083,0.001367,0.001367,0.0,D,False
CA-04,CA,4,Safe D,Incumbent,16.90863605237989,2396636.82,104742.15,0.9581262370651498,51.651,22.075,0.9904,0.000796,0.002024,0.002024,0.0,D,False
CT-03,CT,3,Likely D,Incumbent,6.922120923630809,2228822.46,46977.86,0.9793576529596411,43.128,20.786,0.981,0.000788,0.001882,0.001882,0.0,D,False
NY-26,NY,26,Safe D,Incumbent,8.41704225398517,1864454.81,36659.11,0.9807170366728996,44.584,20.974,0.9832,0.000786,0.001574,0.001574,0.0,D,False
WA-08,WA,8,Lean D,Incumbent,0.9197171183407571,20045872.240000002,5270696.85,0.7918084069265959,26.718,20.047,0.9087,0.000786,0.009872,0.016925,-0.007054,D,False
CA-16,CA,16,Safe D,Incumbent,26.442084135142792,2069255.34,135995.0,0.9383312644676887,59.758,23.38,0.9947,0.000769,0.001747,0.001747,0.0,D,False
AL-07,AL,7,Safe D,Incumbent,14.226682719477429,1741168.42,47821.88,0.9732687874271874,49.744,21.721,0.989,0.000756,0.001441,0.00147,-2.9e-05,D,False
CO-02,CO,2,Safe D,Incumbent,16.877197454600925,1383704.82,34886.38,0.9754077284562319,52.317,22.071,0.9911,0.000753,0.001168,0.001168,0.0,D,False
TX-09,TX,9,Safe D,Incumbent,26.617373897635815,385988.22,5374.58,0.9862670136252091,61.898,23.405,0.9959,0.000728,0.000326,0.000326,-0.0,D,False
CA-43,CA,43,Safe D,Incumbent,33.66523654372313,1367509.9,88751.81,0.9390550411436691,66.547,24.42,0.9968,0.000714,0.001155,0.001155,0.0,D,False
NY-05,NY,5,Safe D,Incumbent,31.66570070517945,1757603.75,125624.41,0.9332930482517849,64.43,24.128,0.9962,0.000711,0.001484,0.001484,0.0,D,False
IL-01,IL,1,Safe D,Open,21.557606615631734,792115.44,5250.33,0.9934154058306266,21.611,15.811,0.9142,0.000693,0.000669,0.000669,0.0,D,False
GA-02,GA,2,Likely D,Incumbent,3.2435955198042765,6469558.0,1030971.75,0.8625468087770733,32.079,20.33,0.9427,0.000678,0.003143,0.005462,-0.002319,D,False
KY-05,KY,5,Safe R,Challenger,-32.1729608712165,19102.59,944442.54,0.019825319443003152,-58.884,13.319,0.0,0.000671,1.6e-05,1.6e-05,0.0,R,False
MI-12,MI,12,Safe D,Incumbent,22.83353465712751,3501136.41,261564.67,0.9304848659410383,56.051,22.877,0.9929,0.000662,0.002949,0.002956,-7e-06,D,False
LA-02,LA,2,Safe D,Challenger,25.16643417438329,3114041.61,196217.39,0.9407244599289663,24.625,12.769,0.9731,0.00066,0.002629,0.002629,0.0,D,False
CA-33,CA,33,Safe D,Incumbent,12.701667657858678,3514931.08,137983.4,0.9622264904487992,47.873,21.522,0.9869,0.000648,0.002968,0.002968,0.0,D,False
TX-11,TX,11,Safe R,Open,-22.919337360625505,2569.24,2118606.73,0.0012112337855684832,-77.312,15.941,0.0,0.000647,2e-06,2e-06,0.0,R,False
TX-37,TX,37,Safe D,Open,23.953391586370323,1282966.2,14736.16,0.9886444222849375,23.822,16.041,0.9312,0.000628,0.001083,0.001083,0.0,D,False
TN-06,TN,6,Safe R,Incumbent,-17.433317798148636,86666.15,1677493.23,0.0491260319121507,-96.38,22.145,0.0,0.000593,7.3e-05,7.3e-05,0.0,R,False
AL-04,AL,4,Safe R,Challenger,-32.99150514498746,23619.51,1028366.36,0.022452307272910425,-58.936,13.385,0.0,0.000587,2e-05,2e-05,0.0,R,False
TX-35,TX,35,Safe D,Challenger,21.121858476582872,1598751.56,28368.24,0.9825653648858553,21.137,12.461,0.9551,0.000565,0.001346,0.00135,-4e-06,D,False
WY-00,WY,0,Safe R,Challenger,-25.77787700236944,89155.39,5464789.73,0.016052623508818538,-52.486,12.816,0.0,0.000562,7.5e-05,7.5e-05,0.0,R,False
MA-05,MA,5,Safe D,Incumbent,22.981622359533727,2360336.77,106347.0,0.9568866502899964,57.292,22.897,0.9938,0.000548,0.001993,0.001993,0.0,D,False
UT-01,UT,1,Safe R,Open,-12.123124549168047,120.1,1354947.94,8.863023586623739e-05,-81.785,14.937,0.0,0.000529,0.0,0.0,0.0,R,False
TX-29,TX,29,Safe D,Incumbent,20.482512838177314,804068.51,9651.48,0.9881390648888938,56.209,22.555,0.9936,0.000458,0.000679,0.000679,-0.0,D,False
CA-47,CA,47,Likely D,Incumbent,3.120100066463399,29024066.29,2797698.42,0.9120822353663867,36.863,20.315,0.9652,0.000428,0.024371,0.024506,-0.000135,D,False
NV-01,NV,1,Likely D,Incumbent,3.1666798532818117,11205826.97,2084618.31,0.8431490995160998,27.016,20.32,0.9082,0.000375,0.004161,0.009461,-0.0053,D,False
NJ-05,NJ,5,Likely D,Incumbent,3.445661758280183,8225341.38,1027525.98,0.8889505339240052,33.647,20.355,0.9508,0.000346,0.003488,0.006945,-0.003457,D,False
CA-17,CA,17,Safe D,Incumbent,24.68124762453286,2922351.17,116697.57,0.9616006257273781,59.078,23.133,0.9947,0.000343,0.002467,0.002467,0.0,D,False
CT-05,CT,5,Lean D,Incumbent,2.141638010775665,10186649.2,1513080.48,0.8706738940655593,28.979,20.195,0.9243,0.00033,0.00375,0.008601,-0.004851,D,False
CA-32,CA,32,Safe D,Incumbent,20.567593412917894,2307797.09,51615.73,0.9781234849779277,55.89,22.567,0.9934,0.000306,0.001949,0.001949,0.0,D,False
OK-02,OK,2,Safe R,Challenger,-28.318688286984766,117990.73,6127585.819999999,0.0188918875712123,-54.471,13.014,0.0,0.000295,0.0001,0.0001,0.0,R,False
NY-14,NY,14,Safe D,Incumbent,29.655224876126084,11346771.77,1548777.86,0.8798982668875976,60.2,23.837,0.9942,0.00029,0.009579,0.00958,-2e-06,D,False
IL-10,IL,10,Safe D,Incumbent,11.04113176541972,5561749.27,122811.13,0.9783956680273816,46.957,21.308,0.9862,0.000247,0.004696,0.004696,0.0,D,False
MA-01,MA,1,Safe D,Incumbent,8.575942547188976,2393749.98,19491.64,0.9919230466446206,45.169,20.994,0.9843,0.000243,0.002021,0.002021,0.0,D,False
WV-02,WV,2,Safe R,Challenger,-21.92686288918549,28025.43,6874516.3,0.00406016089380455,-57.119,12.522,0.0,0.000236,2.4e-05,2.4e-05,0.0,R,False
MD-05,MD,5,Safe D,Incumbent,13.90135693169312,4076519.5,64701.11,0.9843763189423517,49.878,21.678,0.9893,0.000193,0.003442,0.003442,0.0,D,False
MO-01,MO,1,Safe D,Incumbent,27.249169270162675,2524669.8,48509.79,0.9811479190226283,62.285,23.494,0.996,0.000149,0.00213,0.002132,-2e-06,D,False
NJ-11,NJ,11,Likely D,Incumbent,5.375678065707767,14095837.649999999,679374.25,0.9540193227279535,40.309,20.593,0.9749,0.000134,0.007466,0.011902,-0.004436,D,False
GA-13,GA,13,Safe D,Challenger,27.507513349372736,1883004.1,18511.88,0.9902646729269139,27.191,12.95,0.9821,0.000128,0.001548,0.00159,-4.2e-05,D,False
MO-04,MO,4,Safe R,Challenger,-22.699460623660684,11282.05,4479482.28,0.0025122783497302783,-61.499,12.58,0.0,0.000126,1e-05,1e-05,0.0,R,False
OR-03,OR,3,Safe D,Incumbent,22.427199819667493,1350035.14,8346.47,0.9938555778887496,58.263,22.821,0.9947,0.00012,0.00114,0.00114,0.0,D,False
SD-00,SD,0,Safe R,Challenger,-16.388862204651893,308.95,1316536.62,0.00023461369126221836,-68.026,12.111,0.0,9.7e-05,0.0,0.0,0.0,R,False
NY-06,NY,6,Safe D,Incumbent,16.45316367287223,1312536.88,4102.02,0.9968844760700902,52.766,22.014,0.9917,9.4e-05,0.0011,0.001108,-8e-06,D,False
IL-09,IL,9,Safe D,Incumbent,20.158433724412745,1411358.08,5840.0,0.9958791928366146,56.21,22.511,0.9937,9e-05,0.001192,0.001192,0.0,D,False
IL-02,IL,2,Safe D,Incumbent,19.498388941928752,1315464.1400000001,4403.0,0.9966640581717945,55.62,22.422,0.9934,8.1e-05,0.001109,0.001111,-2e-06,D,False
AZ-07,AZ,7,Safe D,Incumbent,15.636005284412564,682516.72,900.19,0.9986828098824773,52.068,21.906,0.9913,8.1e-05,0.000575,0.000576,-2e-06,D,False
NJ-01,NJ,1,Safe D,Incumbent,10.541473432003373,3536139.12,15544.0,0.99562348343734,47.159,21.244,0.9868,7.6e-05,0.002986,0.002986,0.0,D,False
FL-20,FL,20,Safe D,Incumbent,26.10346106505017,6816601.25,151482.18,0.9782605674111454,61.092,23.332,0.9956,7e-05,0.005756,0.005756,0.0,D,False
NV-02,NV,2,Safe R,Challenger,-8.147825812678416,111170.57,1352700.63,0.07594286300598031,-24.963,11.524,0.0152,6.3e-05,6.1e-05,9.4e-05,-3.3e-05,R,False
MI-13,MI,13,Safe D,Challenger,24.1254278498976,9204615.8,119109.37,0.9872251307467486,23.991,12.689,0.9707,5.1e-05,0.00777,0.007772,-2e-06,D,False
WA-07,WA,7,Safe D,Incumbent,36.72818037182857,2188305.6799999997,21118.12,0.9904417975401549,71.567,24.875,0.998,4.5e-05,0.001846,0.001848,-2e-06,D,False
GA-05,GA,5,Safe D,Incumbent,31.892357754569606,2783439.0,24556.62,0.9912547513161719,67.055,24.161,0.9972,4.4e-05,0.00235,0.00235,-0.0,D,False
CA-29,CA,29,Safe D,Incumbent,27.637639681993456,1885959.05,7830.2,0.9958653266196331,63.241,23.549,0.9964,4e-05,0.001592,0.001592,0.0,D,False
TN-08,TN,8,Safe R,Challenger,-21.234299336382385,775.0,1467247.52,0.0005279210566878769,-70.11,12.47,0.0,3.9e-05,1e-06,1e-06,0.0,R,False
MD-08,MD,8,Safe D,Incumbent,29.458751280694372,2918723.4,17756.65,0.9939530833863489,64.877,23.809,0.9968,3.4e-05,0.002464,0.002464,0.0,D,False
CA-37,CA,37,Safe D,Incumbent,38.17115571896528,1613209.94,31181.16,0.9810378686676181,72.492,25.092,0.9981,3.2e-05,0.001204,0.001362,-0.000158,D,False
CA-14,CA,14,Safe D,Incumbent,22.448767455138224,3817690.34,16598.76,0.9956709680550693,58.355,22.824,0.9947,3e-05,0.003223,0.003223,0.0,D,False
AR-04,AR,4,Safe R,Challenger,-18.710195024103218,929.98,3534155.09,0.00026307146266214186,-70.918,12.282,0.0,1.3e-05,1e-06,1e-06,0.0,R,False
TX-33,TX,33,Safe D,Incumbent,24.328975075347326,1503710.99,1256.05,0.9991653970043091,60.261,23.084,0.9955,1.3e-05,0.00127,0.00127,-0.0,D,False
CA-11,CA,11,Safe D,Incumbent,37.65186614121579,28283172.75,941301.62,0.967790639856083,71.498,25.014,0.9979,1.2e-05,0.023881,0.023881,0.0,D,False
NY-12,NY,12,Safe D,Incumbent,34.68988016555067,4950271.36,16055.95,0.9967670374911314,69.908,24.571,0.9978,7e-06,0.00418,0.00418,0.0,D,False
CA-30,CA,30,Safe D,Incumbent,24.07935261980949,18213398.9,61607.73,0.9966288532066048,59.926,23.049,0.9953,4e-06,0.015378,0.015378,0.0,D,False
NY-10,NY,10,Safe D,Challenger,35.683837953159355,7105514.39,24982.86,0.9964963369139508,34.924,13.604,0.9949,4e-06,0.005999,0.005999,0.0,D,False
