district_id,state,district,cook_rating,incumb_status,pvi,d_total_22,r_total_22,d_total,r_total,mu_22,mu_hat,sigma_i,p_win_22,p_win,msg_22,msg_i_per_1m,rec_share_22,obs_share_24,diff_22,outcome,redistricting_flagged
MS-01,MS,1,Safe R,Challenger,-18.345109622786225,32192.75,602761.75,9759.9,584616.67,-42.21762019491652,-42.218,6.983,7.454130260944722e-10,0.0,4.7817550246727426e-15,0.0,0.0,1.3e-05,-1.3e-05,R,False
MO-08,MO,8,Safe R,Challenger,-27.92529244087229,42929.35,1668963.69,47675.26,2285776.58,-53.16568791300952,-53.166,7.657,1.911720785117333e-12,0.0,3.2317650552239432e-18,0.0,0.0,6.4e-05,-6.4e-05,R,False
MS-03,MS,3,Safe R,Challenger,-14.883227445186996,74015.75,758654.88,0.0,416140.77,-79.68980056548563,-79.69,6.755,2.0189405375526075e-32,0.0,3.671655394854989e-37,0.0,0.0,0.0,0.0,R,False
MS-04,MS,4,Safe R,Challenger,-21.91982653549508,150879.23,1930305.83,0.0,644867.78,-88.21615746999328,-88.216,7.228,1.4508215569658575e-34,0.0,1.6378075438370285e-39,0.0,0.0,0.0,0.0,R,False
MI-02,MI,2,Safe R,Challenger,-16.32899492778914,17110.33,1550794.63,13299.07,1147704.43,-41.26551514898424,-41.266,6.85,8.47634767471607e-10,0.0,2.83279366480157e-15,0.0,0.0,1.8e-05,-1.8e-05,R,False
MN-01,MN,1,Likely R,Open,-7.847842235909125,50000.0,2076000.7,0.0,911084.11,-27.64704908636493,-71.165,8.266,0.0004116953421217,0.0,3.651830633553813e-10,0.0,0.0,0.0,0.0,R,False
MO-07,MO,7,Safe R,Challenger,-24.16088679935535,17088.3,1914051.33,33770.39,438101.97,-43.13515824193782,-43.135,7.385,2.593707792790138e-09,0.0,1.9106118791362214e-14,0.0,0.0,4.5e-05,-4.5e-05,R,False
TX-08,TX,8,Safe R,Challenger,-16.869917309464675,37127.58,5180346.54,45787.73,1152415.02,-36.75865379774164,-36.759,6.885,4.678263720904064e-08,0.0,1.3438295797554568e-13,0.0,0.0,6.1e-05,-6.1e-05,R,False
MN-06,MN,6,Safe R,Challenger,-12.677496490338452,0.0,2052798.26,96.22,2088654.11,-60.51198729369575,-60.512,6.613,2.8473640330704684e-20,0.0,8.222555051400745e-26,0.0,0.0,0.0,0.0,R,False
IL-12,IL,12,Safe R,Challenger,-23.83831770974748,33700.79,735729.82,0.0,1438593.17,-90.5408231586147,-90.541,7.362,4.617536642508935e-35,0.0,2.308158396869104e-40,0.0,0.0,0.0,0.0,R,False
IL-15,IL,15,Safe R,Open,-21.8139353277361,31990.3,3088916.2,0.0,1365291.97,-88.08784744141057,-88.088,9.453,5.8840244039408415e-21,0.0,1.840048243884658e-26,0.0,0.0,0.0,0.0,R,False
KY-02,KY,2,Safe R,Challenger,-21.47130501822055,82668.84,601905.69,36067.58,993769.91,-42.84958460529354,-42.85,7.196,1.3060989937425182e-09,0.0,4.615518140996267e-15,0.0,0.0,4.8e-05,-4.8e-05,R,False
KY-04,KY,4,Safe R,Challenger,-19.686205100289342,243317.98,1036914.94,230.0,1106684.91,-62.6220780987416,-62.622,7.074,4.2843158969728223e-19,0.0,2.1031797136993863e-24,0.0,0.0,0.0,0.0,R,False
LA-01,LA,1,Safe R,Challenger,-22.944673490403893,149729.23,3538066.68,74059.16,2538505.69,-45.58484302871431,-45.585,7.299,2.1146401133466467e-10,0.0,3.0362268844636507e-16,0.0,0.0,9.9e-05,-9.9e-05,R,False
UT-04,UT,4,Safe R,Challenger,-16.033873855329205,80263.95,3022957.8800000004,11086.31,999345.62,-41.08506298114905,-41.085,6.83,8.978288640635436e-10,0.0,3.4530734248082805e-15,0.0,0.0,1.5e-05,-1.5e-05,R,False
UT-01,UT,1,Safe R,Challenger,-12.123124549168049,0.0,1103361.35,0.0,952219.03,-76.34534082256282,-76.345,6.578,1.925801251010238e-31,0.0,1.5494644061025658e-36,0.0,0.0,0.0,0.0,R,False
IL-07,IL,7,Safe D,Challenger,36.70538027346844,275291.75,0.0,858898.28,0.0,44.34970907366883,44.35,8.331,0.9999999491245006,1.0,1.6577666273784792e-13,0.0,0.0,0.001145,-0.001145,D,False
IN-03,IN,3,Safe R,Open,-18.388894143413275,86334.72,1794076.73,47777.01,4534399.13,-44.22144387383716,-44.221,9.147,6.667672959003041e-07,0.0,3.432827669502182e-13,0.0,0.0,6.4e-05,-6.4e-05,R,False
LA-03,LA,3,Safe R,Challenger,-21.06595306282636,72335.35,877919.0,9707.25,371419.28,-43.710729288024254,-43.711,7.168,5.382109921271533e-10,0.0,5.278825584268002e-15,0.0,0.0,1.3e-05,-1.3e-05,R,False
LA-04,LA,4,Safe R,Open,-13.802598221073296,0.0,517246.38,0.0,10686554.58,-78.38038527437926,-78.38,8.752,1.693693267678388e-19,0.0,7.0678630343882e-26,0.0,0.0,0.0,0.0,R,False
GA-14,GA,14,Safe R,Challenger,-22.307036948383235,2436579.95,12706528.75,3496842.07,8830041.34,-34.93218670535234,-34.932,7.254,7.349926433275703e-07,0.0,1.762206383446586e-13,0.0,0.0,0.004661,-0.004661,R,False
GA-08,GA,8,Safe R,Challenger,-16.510851096950546,16543.42,283599.72,16292.11,526832.06,-37.35306100631898,-37.353,6.861,2.6066492073183906e-08,0.0,1.688654528060818e-13,0.0,0.0,2.2e-05,-2.2e-05,R,False
FL-06,FL,6,Safe R,Challenger,-13.732136947426714,2732.0,2348398.91,25430.56,1814698.43,-37.23964797821751,-37.24,6.681,1.2433005896471646e-08,0.0,2.5014285762952505e-14,0.0,0.0,3.4e-05,-3.4e-05,R,False
FL-03,FL,3,Safe R,Challenger,-9.079725707420678,83371.42,1218060.87,4785.54,1357706.84,-37.39015345176232,-37.39,6.389,2.419726922774116e-09,0.0,7.222817782399633e-15,0.0,0.0,6e-06,-6e-06,R,False
FL-01,FL,1,Safe R,Challenger,-19.928854314051243,850141.4199999999,6704494.32,1552229.75,6679334.38,-33.714398794939406,-33.714,7.091,9.930912609647785e-07,0.0,3.6113907073445363e-13,0.0,0.0,0.002069,-0.002069,R,False
FL-19,FL,19,Safe R,Challenger,-12.964311255917192,104344.85,4622986.22,179823.63,4812440.63,-32.160453082336595,-32.16,6.632,6.186291211574693e-07,0.0,4.058526933427984e-13,0.0,0.0,0.00024,-0.00024,R,False
GA-09,GA,9,Safe R,Challenger,-23.031996818710944,27139.7,646857.21,61472.16,389686.1,-38.97513249461616,-38.975,7.305,4.769745454101088e-08,0.0,3.4131120399953345e-13,0.0,0.0,8.2e-05,-8.2e-05,R,False
CA-11,CA,11,Safe D,Incumbent,37.65186614121579,22503026.41,962050.61,9554439.66,99069.66,74.11360711870975,74.114,14.19,0.9999999118884988,1.0,7.890532021284209e-14,0.0,0.0,0.012735,-0.012735,D,False
WA-04,WA,4,Safe R,Challenger,-11.8584425736245,759397.91,1600494.01,12176.27,1047837.73,-35.714358972946805,-35.714,6.562,2.619382948770456e-08,0.0,9.11936795262731e-14,0.0,0.0,1.6e-05,-1.6e-05,R,False
WA-07,WA,7,Safe D,Incumbent,36.72818037182857,2417812.07,23516.18,2393461.1,0.0,73.1913051027308,73.191,14.065,0.9999999023734782,1.0,3.545862732873389e-13,0.0,0.0,0.00319,-0.00319,D,False
