district_id,cook_rating,incumb_status,pvi,is_currently_committed,model_party_dollars,dccc_scaled_party_dollars,delta_seats
TX-34,Safe D,Incumbent,11.644424539330867,True,2408464.5207202286,53753.00004399303,0.06926741625516275
OH-01,Lean D,Incumbent,1.4899957446163237,False,2235489.820373821,0.0,0.06689697929761595
CA-05,Safe R,Challenger,-8.888000805717656,False,1903988.0579614895,0.0,0.06453282620090373
SC-01,Likely R,Open,-7.794760907709938,False,5239217.181509299,0.0,0.0644399772122039
AR-02,Safe R,Challenger,-9.052831282224066,False,3498946.719150452,0.0,0.06071149728505332
KS-02,Safe R,Challenger,-10.919753167294175,False,2823064.6566315778,0.0,0.06028837673443932
NE-01,Safe R,Challenger,-9.41435049125387,False,1694176.759437331,0.0,0.0536798927659945
NY-21,Likely R,Open,-9.049076835055661,False,5264798.684079979,0.0,0.05366443567189394
FL-08,Safe R,Challenger,-11.553985107654771,False,2635721.645048324,0.0,0.05358254169981258
TN-05,Safe R,Challenger,-9.101000979194431,False,3695608.7948982,0.0,0.05053692912772534
NV-03,Lean D,Incumbent,1.8001935367752464,False,2561849.5600484246,0.0,0.05049721149871278
NC-07,Safe R,Challenger,-8.254535703796442,False,1298205.4073517732,0.0,0.049948102365561464
AZ-06,Likely R,Challenger,-3.0859031340330274,False,6047167.839814931,0.0,0.048605504616643036
AZ-01,Toss-Up,Open,-2.448492787482301,False,5423106.975638082,0.0,0.04727343465229089
TX-03,Safe R,Challenger,-12.263087849046576,False,2654873.6363775255,0.0,0.04710913608641576
FL-21,Likely R,Challenger,-6.707063416602949,False,1565686.6668199794,0.0,0.04581218765708239
NY-11,Likely R,Challenger,-5.641502588722533,False,710546.6348727936,0.0,0.040808950702349286
CO-05,Safe R,Challenger,-10.35789116985529,False,3658016.2032605577,0.0,0.03968642009479667
WI-03,Likely R,Challenger,-4.072955843970282,False,5945890.120507608,0.0,0.03915650597969589
FL-26,Likely R,Challenger,-5.3717735987451976,False,622166.9354865301,0.0,0.038980681609261256
TX-23,Lean R,Open,-4.585290023430264,False,1015941.835460789,0.0,0.03830957594976703
FL-05,Safe R,Challenger,-11.450101278446976,False,833833.5889114363,0.0,0.03783701479379804
CA-01,Safe R,Challenger,-12.4413722392534,False,3564340.957049214,0.0,0.0372861368784535
CA-48,Safe R,Open,-10.09708544488959,False,3961780.3633036623,0.0,0.03633320647175847
NY-19,Lean D,Incumbent,-0.9436788799621371,False,1947996.9311083064,0.0,0.0338804668301389
VA-06,Safe R,Challenger,-13.950633267870007,False,2225583.875220204,0.0,0.03274856381637303
OK-05,Safe R,Challenger,-12.644828798930217,False,1415913.9623641698,0.0,0.03247771561260222
WI-08,Safe R,Challenger,-10.173587881331,False,600768.0094864275,0.0,0.03087313860544376
FL-25,Safe D,Incumbent,10.651298537769655,False,1075001.9907934507,0.0,0.029244494168693347
OH-12,Safe R,Open,-17.225752396313208,False,2127356.9824953014,0.0,0.028766787209814904
MI-08,Lean D,Incumbent,-0.8913436295996224,False,1610481.3914835344,0.0,0.028510152805985345
CA-25,Likely D,Incumbent,6.785435303968063,False,1214277.7031437722,0.0,0.02838667885519519
MN-08,Safe R,Challenger,-8.04388507656337,False,561775.9985064387,0.0,0.027222429814963797
NY-03,Lean D,Incumbent,1.705849946619914,False,1614248.718626283,0.0,0.0263776305457194
FL-15,Likely R,Challenger,-3.487792213850338,False,183627.21650913436,0.0,0.02482624585876448
NM-02,Lean D,Incumbent,1.5160307331892997,False,1389145.455074559,0.0,0.02462744512173143
PA-01,Toss-Up,Challenger,-0.3294379916098378,True,8645137.514218459,4537935.083801429,0.022931333462947345
NH-02,Lean D,Incumbent,1.2041262086251447,False,1243376.220587685,0.0,0.022630907449181503
WA-04,Safe R,Open,-11.858442573624501,False,413437.1011201649,0.0,0.021404589790620286
IN-01,Likely D,Incumbent,3.573714791027988,False,1029830.9665389308,0.0,0.02004852433526283
TX-28,Likely D,Incumbent,5.10353280309821,False,966879.7280164794,0.0,0.019172224055539866
SC-07,Safe R,Challenger,-11.271404349615027,False,493106.88303585234,0.0,0.017057945123726978
NC-05,Safe R,Challenger,-12.9346878047449,False,544268.321865218,0.0,0.015166111090871244
CA-03,Toss-Up,Incumbent,-4.260867603951912,False,1323127.3886215766,0.0,0.015001535163580049
NY-23,Safe R,Challenger,-12.452534835467782,False,393113.66101475025,0.0,0.014191941614371685
CA-23,Safe R,Challenger,-8.137760237717675,False,178699.47565036698,0.0,0.014128397327891437
MS-03,Safe R,Challenger,-14.883227445186996,False,334146.9726651699,0.0,0.014022710953300911
IN-05,Safe R,Challenger,-12.021418015673689,False,454597.7318927389,0.0,0.0140220194983849
WA-03,Toss-Up,Incumbent,-4.816242854185046,False,2031910.9758791812,0.0,0.014015118990632569
CA-21,Safe D,Incumbent,9.24463230357992,False,495428.1876439508,0.0,0.013866394868927046
AL-05,Safe R,Challenger,-17.288279129804017,False,819833.0614693407,0.0,0.013843282657039303
MN-02,Lean D,Incumbent,-0.14427997792423597,False,1055893.4839157944,0.0,0.013359974576389155
CA-26,Safe D,Incumbent,8.003792259311972,False,506712.00456973247,0.0,0.012637128657628782
OR-05,Lean D,Incumbent,1.3926991240531428,False,812456.6383302053,0.0,0.011566574622951964
WI-06,Safe R,Challenger,-10.259029707645526,False,150088.10315825924,0.0,0.011355055243037308
AZ-09,Safe R,Incumbent,-15.971098802177186,False,2085319.2786696414,0.0,0.011225776613577487
OR-04,Likely D,Incumbent,3.8251339099398374,False,617690.0948057874,0.0,0.011222548441820024
FL-12,Safe R,Challenger,-16.34021772390692,False,565995.60814289,0.0,0.010671303124128638
KY-06,Likely R,Open,-9.185896454494886,False,667169.5445875948,0.0,0.010022498484445662
TX-02,Safe R,Challenger,-15.801396694115272,False,932688.0047075385,0.0,0.00980093318844101
FL-16,Likely R,Open,-7.226442069336062,False,92336.0739353355,0.0,0.009307792618097874
SC-05,Safe R,Open,-11.5696148738559,False,102766.31866678194,0.0,0.008865825605935497
NV-04,Likely D,Incumbent,3.217223200349606,False,845549.3016464522,0.0,0.008645041923493135
TX-09,Safe D,Challenger,26.617373897635815,False,418919.2520272067,0.0,0.00842964734354179
IL-17,Lean D,Incumbent,2.1001234628320264,False,652673.8505881616,0.0,0.00837477871273129
FL-02,Likely R,Open,-7.56900038068406,False,306311.1478760688,0.0,0.007977293011180497
VA-10,Likely D,Incumbent,4.930169768920273,False,456654.99624690297,0.0,0.007887650494753373
NJ-11,Likely D,Incumbent,5.375678065707767,False,736458.1018885062,0.0,0.007830836167969424
TX-24,Safe R,Challenger,-11.114874528587615,False,215529.59619983257,0.0,0.007755922112105611
MS-01,Safe R,Challenger,-18.345109622786225,False,420632.8352185248,0.0,0.007440585646755933
MI-01,Safe R,Challenger,-12.864139449304293,False,282619.28622518,0.0,0.007342949715916404
AZ-04,Lean D,Incumbent,1.6182962123334588,False,608797.9432837258,0.0,0.0064129049246837155
NY-04,Lean D,Challenger,5.110116322913344,False,992382.4304961662,0.0,0.006105261723371891
NC-03,Safe R,Challenger,-14.845244174580227,False,237054.89626675053,0.0,0.006065169952601587
FL-17,Safe R,Challenger,-9.993020786991144,False,75999.0156560165,0.0,0.006032710722090346
TX-22,Safe R,Open,-12.074613279983733,False,63292.02202615187,0.0,0.005929639958426745
TN-04,Safe R,Challenger,-22.05113294578421,False,565853.3439722725,0.0,0.005642223720346992
NJ-09,Safe D,Incumbent,9.263237829680254,False,400367.95757476334,0.0,0.005445740967462309
CT-05,Lean D,Incumbent,2.141638010775665,False,443852.71477660444,0.0,0.005140150544297728
TX-27,Safe R,Challenger,-12.998842038805336,False,116200.31437393867,0.0,0.005002166110172814
MO-05,Safe D,Incumbent,10.413225733597686,False,373451.2514078454,0.0,0.004829602016209078
CA-49,Lean D,Incumbent,2.7222366320874105,False,638298.4972961463,0.0,0.004774314347674502
CT-02,Lean D,Incumbent,2.1286702699589153,False,365212.5630912964,0.0,0.004763691502709944
ME-02,Likely R,Open,-5.701764426813255,False,1104738.4617563356,0.0,0.004486716543926572
MA-09,Likely D,Incumbent,5.6093782672373695,False,296603.3708060079,0.0,0.0044207350414819935
NY-24,Safe R,Challenger,-11.822715104854463,False,124942.38132108015,0.0,0.004201393147705332
IL-11,Likely D,Incumbent,5.085982935594202,False,440495.77339925617,0.0,0.004107643184585008
MI-03,Lean D,Incumbent,0.5192327169860678,False,539115.6999264222,0.0,0.004033688263167079
IL-06,Likely D,Incumbent,3.3013832950879953,False,494265.01751011517,0.0,0.003802468371565282
AZ-05,Safe R,Open,-11.63027765524259,False,79675.85451064004,0.0,0.003622176204140612
GA-02,Likely D,Incumbent,3.2435955198042765,False,380068.2468877316,0.0,0.003512903019667224
NC-08,Safe R,Challenger,-19.6845056221601,False,165827.08114625682,0.0,0.0033723831318168696
TX-31,Safe R,Challenger,-14.829107583854608,False,117887.0256763176,0.0,0.0032557138527537846
TX-36,Safe R,Challenger,-18.290803523740188,False,137552.1102175967,0.0,0.003219435871727787
PA-06,Likely D,Incumbent,4.3527128827801125,False,369975.52482116874,0.0,0.002954466422109503
WI-07,Safe R,Open,-12.13181484837636,False,94600.35447344431,0.0,0.0026496901559460335
TX-10,Safe R,Challenger,-13.4287872760659,False,112509.67702268233,0.0,0.0024950232929628266
CA-47,Likely D,Incumbent,3.120100066463399,False,399597.2906096389,0.0,0.002463414861465285
MS-02,Safe D,Incumbent,11.473888206130106,False,223763.6021325955,0.0,0.0022591375529799063
WA-08,Lean D,Incumbent,0.9197171183407571,False,381475.72472742246,0.0,0.0022578842168539115
IL-08,Likely D,Incumbent,6.424280826815448,False,399251.45196033875,0.0,0.00212377085616422
KS-04,Safe R,Challenger,-14.574908575782132,False,68890.45365203347,0.0,0.002048682823659312
NY-22,Lean D,Incumbent,0.758852657433734,False,322454.6261341431,0.0,0.0019426888615928783
ME-01,Safe D,Incumbent,8.0535576548473,False,161166.16192078474,0.0,0.0018444887926050146
PA-11,Safe R,Challenger,-13.771108373802177,False,64421.779162700754,0.0,0.001841349887793487
FL-23,Likely D,Incumbent,5.290088644609193,False,253248.73744292138,0.0,0.0017815261387248427
IL-13,Likely D,Incumbent,3.4188055743444465,False,314190.3333461918,0.0,0.0015926198716994522
TX-07,Safe D,Incumbent,13.729817763471857,False,178957.31507489784,0.0,0.0015876683664486357
UT-01,Safe R,Challenger,-12.123124549168047,False,374133.11994295404,0.0,0.0015216797122901693
MN-07,Safe R,Challenger,-19.328215156854412,False,67748.47919109595,0.0,0.0015131399136344842
SC-02,Safe R,Challenger,-8.884926417688632,False,14034.23066813431,0.0,0.0014588211638098623
NM-01,Lean D,Challenger,4.293054721329781,False,328170.0002627168,0.0,0.0014276899421490352
AZ-08,Safe R,Challenger,-10.181826844449171,False,18088.450099434347,0.0,0.0013676779850634747
CA-31,Safe D,Challenger,16.10022520246681,False,241419.2958440127,0.0,0.0013486171845275008
TN-09,Safe D,Challenger,22.626245642096478,False,248829.1587519287,0.0,0.0013039677716133458
GA-12,Likely R,Challenger,-7.63401355344136,False,11558.767945754338,0.0,0.0012762914420414578
OR-02,Safe R,Challenger,-15.622567897681755,False,22408.131493211025,0.0,0.0009808326633170758
CA-22,Lean D,Challenger,5.826128820806293,True,4450477.237836176,4197017.359433712,0.0009029084581322344
IL-16,Safe R,Challenger,-13.631151449570353,False,40744.15834427494,0.0,0.0008943176795902612
CA-27,Likely D,Incumbent,4.063200566994896,False,182558.91164700873,0.0,0.0008130918841743329
NY-17,Toss-Up,Challenger,2.957058137633134,False,224342.67594575882,0.0,0.0007840189373156115
AR-03,Safe R,Challenger,-15.476863151334888,False,25968.700332580847,0.0,0.0007482248887329332
KS-01,Safe R,Challenger,-18.35642947387447,False,20783.777131152805,0.0,0.0007242078618089412
IN-08,Safe R,Challenger,-19.049853045606127,False,25695.671311123646,0.0,0.0006893979844892414
IN-09,Safe R,Challenger,-16.1330901327918,False,32408.77203938269,0.0,0.000685245681490915
CA-24,Safe D,Incumbent,12.509524773144115,False,109639.84723474598,0.0,0.000684340481997503
MN-03,Likely D,Incumbent,6.6782863467643505,False,128145.20260228275,0.0,0.0006418807923641578
TN-02,Safe R,Challenger,-18.47057443452429,False,48934.42555593554,0.0,0.0006264713445652843
NJ-03,Likely D,Incumbent,4.31835427530044,False,135572.92397417547,0.0,0.0006104234359302074
UT-04,Safe R,Open,-16.033873855329205,False,11575.124940283029,0.0,0.0006062791346411016
ID-01,Safe R,Challenger,-22.463689738740225,False,30255.48084892932,0.0,0.0005417350717244144
FL-11,Likely R,Open,-8.31671764256397,False,5296.593821769638,0.0,0.0005400270792556405
OH-08,Safe R,Challenger,-14.035211394428032,False,7759.983600376974,0.0,0.0004923129188942124
FL-06,Safe R,Challenger,-13.732136947426714,False,26050.129141605663,0.0,0.00044883865866095045
HI-02,Safe D,Incumbent,14.587435870590864,False,71489.61003142188,0.0,0.00044630996491201724
TX-37,Safe D,Open,23.953391586370323,False,100905.81357787969,0.0,0.0003962951592717534
MN-06,Safe R,Challenger,-12.677496490338452,False,30641.746345970256,0.0,0.0003661326586766496
TX-21,Safe R,Open,-14.049205651119959,False,16608.5632499707,0.0,0.0003576257845935441
NJ-04,Safe R,Challenger,-14.584596480441704,False,5466.294326153773,0.0,0.00034759722605156706
GA-06,Safe R,Incumbent,-12.44589773553291,False,84578.10198266734,0.0,0.0003119589918285648
MO-04,Safe R,Challenger,-22.699460623660684,False,22070.09706232522,0.0,0.0003066446028618863
GA-10,Safe R,Open,-15.057241628373404,False,18783.704564169864,0.0,0.000294733084497123
GA-11,Safe R,Open,-12.045124653017183,False,8100.038387452427,0.0,0.00029318028868050364
PA-09,Safe R,Challenger,-21.24854746987166,False,24097.60577226919,0.0,0.00025228453906764314
CA-20,Safe R,Challenger,-16.1928793689232,False,12003.151535043944,0.0,0.00023096320788463989
PA-16,Safe R,Challenger,-12.68595112222987,False,4639.998737819027,0.0,0.00022814305912254116
TX-38,Safe R,Open,-13.297156737747152,False,11653.339908985625,0.0,0.00022591698923899676
OR-06,Likely D,Incumbent,3.5943373465252613,False,57602.53153679287,0.0,0.00021920046310874852
IN-02,Safe R,Challenger,-14.123373420505617,False,17683.979009688395,0.0,0.000211437072985249
MO-03,Safe R,Challenger,-16.521251165170824,False,5384.273152096575,0.0,0.00020600703685929884
CA-46,Safe D,Incumbent,16.58257586569293,False,39901.24411120324,0.0,0.00020571746641795396
IA-04,Safe R,Open,-15.527668627078642,False,7676.995866891812,0.0,0.00019680222914812175
OH-14,Safe R,Challenger,-9.040584982726719,False,2587.8817614732434,0.0,0.00018129018198741447
FL-03,Safe R,Challenger,-9.079725707420678,False,3568.549506070667,0.0,0.00017979592403111633
GA-09,Safe R,Challenger,-23.031996818710944,False,11118.93884789967,0.0,0.00016916518715988024
GA-01,Likely R,Open,-9.338075294766407,False,9196.546397041704,0.0,0.00014224109234152633
MI-02,Safe R,Challenger,-16.32899492778914,False,5283.123119008829,0.0,0.00014067177527290944
NC-12,Safe D,Incumbent,12.402821989006103,False,31066.944195304473,0.0,0.00013165223933542247
OK-01,Safe R,Open,-14.538246122325646,False,6607.456782104564,0.0,0.0001287272403466067
ID-02,Safe R,Challenger,-14.863293758937132,False,3089.5213150015843,0.0,0.00011769528555313075
TX-26,Safe R,Challenger,-14.460784914132033,False,6929.135850355888,0.0,0.00010800579165811579
ND-00,Safe R,Challenger,-20.198325659708185,False,6575.303911123323,0.0,9.69056167349552e-05
TX-25,Safe R,Challenger,-19.19898352457276,False,4856.977740851085,0.0,9.668754053783002e-05
WV-02,Safe R,Challenger,-21.92686288918549,False,5208.888424538163,0.0,9.081808842085256e-05
FL-18,Safe R,Challenger,-12.982997177715792,False,999.3019192782067,0.0,8.613667001199218e-05
IN-03,Safe R,Challenger,-18.388894143413275,False,6080.659826706906,0.0,8.343650484152329e-05
FL-19,Safe R,Open,-12.964311255917192,False,2866.47360276938,0.0,7.638651970262025e-05
GA-03,Safe R,Challenger,-18.45277392927388,False,4016.4922060082463,0.0,7.193670088917296e-05
TX-14,Safe R,Challenger,-16.3040863161223,False,1934.980454131317,0.0,6.624071433532002e-05
TN-08,Safe R,Challenger,-21.234299336382385,False,4391.068478003537,0.0,5.307761502364302e-05
SC-04,Safe R,Challenger,-12.715665017842142,False,1844.1675095581159,0.0,5.183374583861422e-05
TX-17,Safe R,Challenger,-14.809739204605819,False,1110.9672253535318,0.0,5.128078096601528e-05
SD-00,Safe R,Open,-16.388862204651893,False,4320.3735559606575,0.0,5.011467172157547e-05
MO-06,Safe R,Open,-21.2217918081147,False,2165.3310481796143,0.0,4.7987673704414074e-05
UT-03,Safe R,Challenger,-13.645002876084327,False,1628.3757519612845,0.0,4.738818208612546e-05
TN-06,Safe R,Open,-17.433317798148636,False,2255.8829092957385,0.0,4.622267678410039e-05
OH-06,Safe R,Challenger,-15.378152225349016,False,1312.4605346967,0.0,3.7743247656373945e-05
WV-01,Safe R,Challenger,-23.41158043159246,False,3947.307825667085,0.0,3.5301851720171556e-05
LA-05,Safe R,Open,-16.599572159228913,False,2539.5617309118534,0.0,3.151814013102345e-05
IL-01,Safe D,Incumbent,21.557606615631734,False,6990.66352437099,0.0,2.719060004707785e-05
NC-10,Safe R,Challenger,-22.055350387332396,False,1476.89269740499,0.0,2.332650160699742e-05
MI-05,Safe R,Challenger,-14.539167945315114,False,1136.5806627832644,0.0,2.2111348738168774e-05
AL-06,Safe R,Challenger,-19.298201595586924,False,1203.675006986472,0.0,2.0851218121966568e-05
UT-02,Safe R,Challenger,-11.340716989963664,False,872.00670987591,0.0,2.0103693094156985e-05
TX-04,Safe R,Challenger,-17.269135073146472,False,464.7463092599555,0.0,1.8888522831369452e-05
AR-01,Safe R,Challenger,-21.391296630854292,False,1195.8397845100626,0.0,1.8755241686013507e-05
PA-14,Safe R,Challenger,-17.931297318589706,False,2344.8614638745785,0.0,1.8435606366320025e-05
IL-12,Safe R,Challenger,-23.83831770974748,False,1604.1148620087915,0.0,1.72087290111879e-05
GA-08,Safe R,Challenger,-16.510851096950546,False,612.1741624241913,0.0,1.598475474903012e-05
TX-20,Safe D,Incumbent,15.203957520397655,False,4047.5822899863124,0.0,1.432780737353756e-05
IL-15,Safe R,Challenger,-21.8139353277361,False,1309.9380213109253,0.0,1.4213491330702802e-05
TX-05,Safe R,Challenger,-14.83951783996549,False,435.2381914035759,0.0,1.3941716894884555e-05
SC-03,Safe R,Challenger,-21.02599305771811,False,509.33243909918747,0.0,1.2496462425294749e-05
LA-04,Safe R,Challenger,-13.802598221073296,False,1761.4492976294423,0.0,9.64708125553485e-06
TN-03,Safe R,Challenger,-19.071192130050548,False,361.57842288068787,0.0,6.351628286033043e-06
FL-01,Safe R,Challenger,-19.928854314051243,False,878.9800857833325,0.0,6.13692467255273e-06
TX-12,Safe R,Challenger,-13.051453656022414,False,170.8918898689899,0.0,5.680072094614878e-06
VT-00,Safe D,Incumbent,15.057806438313465,False,1207.9883690576535,0.0,4.182076511760613e-06
IN-04,Safe R,Challenger,-18.261366892061144,False,160.59262443270927,0.0,3.961449437776192e-06
AL-01,Safe R,Open,-16.357029889797673,False,307.6435239845232,0.0,3.839382099981594e-06
VA-09,Safe R,Challenger,-23.06933825260913,False,342.8145420374494,0.0,2.580011812786608e-06
IN-06,Safe R,Challenger,-19.774364527800465,False,206.75468864810682,0.0,2.571625162788439e-06
WI-05,Safe R,Challenger,-14.692106941889419,False,91.1407863972272,0.0,1.980006300608911e-06
LA-03,Safe R,Challenger,-21.06595306282636,False,92.18614956571037,0.0,1.323561657798789e-06
TN-01,Safe R,Challenger,-30.27155839221352,False,175.48269744036952,0.0,9.33888970211245e-07
PA-15,Safe R,Challenger,-20.54575453550953,False,132.56403639870405,0.0,9.126473201420899e-07
KY-01,Safe R,Challenger,-24.043650607051916,False,127.22450440069952,0.0,6.08459679421621e-07
OH-05,Safe R,Challenger,-15.071640600961539,False,37.24998394854629,0.0,5.662923044212219e-07
AL-03,Safe R,Challenger,-19.224766238484722,False,60.87898894787941,0.0,4.893780727844796e-07
OK-04,Safe R,Challenger,-19.182424517801458,False,78.37592402104201,0.0,4.211256621695415e-07
TX-08,Safe R,Open,-16.869917309464675,False,19.574684285915282,0.0,1.6884730806709524e-07
MS-04,Safe R,Challenger,-21.91982653549508,False,22.95400053461708,0.0,1.5699900365954414e-07
TX-06,Safe R,Challenger,-15.863029594192207,False,26.402196160193853,0.0,1.557037456329229e-07
MT-02,Safe R,Challenger,-16.562420619068124,False,14.057709718699698,0.0,1.1101220453841828e-07
PA-13,Safe R,Challenger,-25.087095894319965,False,13.867650628737465,0.0,6.238967732841009e-08
TX-19,Safe R,Open,-26.119921275348524,False,4.107630670321669,0.0,1.971964373994532e-08
MO-07,Safe R,Challenger,-24.16088679935535,False,2.9652721440907044,0.0,1.2675013067487979e-08
KY-02,Safe R,Challenger,-21.47130501822055,False,3.2006737598130712,0.0,1.135334178832049e-08
KY-05,Safe R,Challenger,-32.1729608712165,False,2.328442740079481,0.0,8.085546184899515e-09
WY-00,Safe R,Open,-25.77787700236944,False,0.04877225867858215,0.0,1.715628942656046e-10
CA-04,Safe D,Challenger,16.90863605237989,False,0.0,0.0,0.0
NC-04,Safe D,Challenger,16.04355221243226,False,0.0,0.0,0.0
TX-29,Safe D,Incumbent,20.482512838177314,False,0.0,0.0,0.0
NC-02,Safe D,Incumbent,11.44542313038604,False,0.0,0.0,0.0
NJ-06,Safe D,Incumbent,8.090405096667297,False,0.0,0.0,0.0
NJ-05,Likely D,Incumbent,3.445661758280183,False,0.0,0.0,0.0
NJ-01,Safe D,Incumbent,10.541473432003373,False,0.0,0.0,0.0
NH-01,Lean D,Incumbent,-0.6241611239493683,False,0.0,0.0,0.0
CA-02,Safe D,Incumbent,23.304486035062574,False,0.0,0.0,0.0
CA-08,Safe D,Incumbent,26.86109662816917,False,0.0,0.0,0.0
AR-04,Safe R,Challenger,-18.710195024103218,False,0.0,0.0,0.0
CA-07,Safe D,Incumbent,18.0949623630077,False,0.0,0.0,0.0
CA-06,Likely D,Challenger,7.578196341651678,False,0.0,0.0,0.0
TX-33,Safe D,Open,24.328975075347326,False,0.0,0.0,0.0
TX-30,Safe D,Incumbent,27.154332784294745,False,0.0,0.0,0.0
VA-11,Safe D,Incumbent,17.903084074439196,False,0.0,0.0,0.0
VA-08,Safe D,Incumbent,26.392191262569703,False,0.0,0.0,0.0
WA-10,Likely D,Incumbent,6.465507414278027,False,0.0,0.0,0.0
WA-09,Safe D,Incumbent,21.550272727277893,False,0.0,0.0,0.0
WA-07,Safe D,Incumbent,36.72818037182857,False,0.0,0.0,0.0
WA-06,Likely D,Incumbent,6.012415033952323,False,0.0,0.0,0.0
AZ-07,Safe D,Incumbent,15.636005284412564,False,0.0,0.0,0.0
AZ-03,Safe D,Incumbent,24.623777496420452,False,0.0,0.0,0.0
VA-07,Lean D,Incumbent,0.6168037879000998,False,0.0,0.0,0.0
VA-04,Safe D,Incumbent,15.574281632020249,False,0.0,0.0,0.0
NJ-08,Safe D,Challenger,23.722217972151167,False,0.0,0.0,0.0
NJ-10,Safe D,Incumbent,30.651816525153706,False,0.0,0.0,0.0
NJ-12,Safe D,Open,15.154219911894874,False,0.0,0.0,0.0
