district_id,cook_rating,predicted_dccc_share,predicted_dccc_dollars,model_optimal_dollars
TX-36,Safe R,0.00032441409372864814,127918.95310046291,137552.1102175967
TX-37,Safe D,0.0002337128033615155,92154.7420722904,100905.81357787969
TX-38,Safe R,0.0016440532152939692,648262.7302800285,11653.339908985625
UT-01,Safe R,0.0020159622588475637,794909.3045801052,374133.11994295404
UT-02,Safe R,0.0015839219661755465,624552.5198281805,872.00670987591
UT-03,Safe R,0.0008722624704884871,343939.74926083017,1628.3757519612845
UT-04,Safe R,0.0005549207564252119,218809.48943915011,11575.124940283029
VA-01,Likely R,0.004205673174282032,1658329.030510151,5042957.34898613
VA-02,Lean R,0.008476679327799445,3342419.3533571092,7082094.625449214
VA-03,Safe D,0.0002836657056640273,111851.55269301448,0.0
VA-04,Safe D,0.0004034348228066961,159077.42966576933,0.0
VA-05,Likely R,0.0037895949738352827,1494266.2205460698,4399970.267321358
VA-06,Safe R,0.001070679754472517,422177.1986655537,2225583.875220204
VA-07,Lean D,0.0107513428885822,4239336.555710473,0.0
VA-08,Safe D,8.199918050750601e-05,32332.902695619778,0.0
VA-09,Safe R,0.00011478693910248326,45261.36614729816,342.8145420374494
VA-10,Likely D,0.0022605491151668237,891351.7687249058,456654.99624690297
VA-11,Safe D,0.0009327253237976725,367780.7137759142,0.0
VT-00,Safe D,0.00036124018586984423,142439.7622901624,1207.9883690576535
WA-01,Safe D,0.0014998783386513455,591413.4760705645,0.0
WA-02,Safe D,0.0015073163879805434,594346.3556886012,0.0
WA-03,Toss-Up,0.006124860885693398,2415079.3924483745,2031910.9758791812
WA-04,Safe R,0.001336516265860021,526998.5639821058,413437.1011201649
WA-05,Safe R,0.002807426877417057,1106989.8441763609,2586418.8531053592
WA-06,Likely D,0.0020709446686051217,816589.2883757859,0.0
WA-07,Safe D,1.806842490693909e-05,7124.517839854481,0.0
WA-08,Lean D,0.004843574576174684,1909858.4217692083,381475.72472742246
WA-09,Safe D,0.0001787030296101466,70463.96844500692,0.0
WA-10,Likely D,0.002218283779187374,874686.2241772242,0.0
WI-01,Lean R,0.0062390477443862455,2460104.142310312,4904769.664314354
WI-02,Safe D,0.00021595009479647968,85150.77051928954,0.0
WI-03,Likely R,0.015355170013867887,6054660.727830599,5945890.120507608
WI-04,Safe D,7.668046612832762e-05,30235.693023237418,0.0
WI-05,Safe R,0.0006599360871907675,260217.83584183425,91.1407863972272
WI-06,Safe R,0.0016180472925388441,638008.3964592863,150088.10315825924
WI-07,Safe R,0.0018294172479988908,721353.1830823866,94600.35447344431
WI-08,Safe R,0.001678250800358087,661747.0990683493,600768.0094864275
WV-01,Safe R,0.00011156924288084963,43992.60396950274,3947.307825667085
WV-02,Safe R,0.0001368927967230985,53977.87452002698,5208.888424538163
WY-00,Safe R,7.493845902235225e-05,29548.806326273123,0.04877225867858215
